timestamp,asset,result,attempt
2025-06-28 08:54:06,XRP/USDT,W,2.0
2025-06-28 08:56:05,ADA/USDT,W,1.0
2025-06-28 09:02:06,XRP/USDT,L,
2025-06-28 09:06:06,XRP/USDT,W,2.0
2025-06-28 09:12:06,BTC/USDT,L,
2025-06-28 09:22:06,ADA/USDT,L,
2025-06-28 09:24:05,BTC/USDT,W,1.0
2025-06-28 09:30:06,BTC/USDT,L,
2025-06-28 09:36:06,BTC/USDT,L,
2025-06-28 09:42:07,ADA/USDT,W,2.0
2025-06-28 09:47:05,SOL/USDT,W,1.0
2025-06-28 09:51:06,SOL/USDT,W,2.0
2025-06-28 09:53:05,ADA/USDT,W,1.0
2025-06-28 09:55:06,BTC/USDT,W,1.0
2025-06-28 10:01:07,BTC/USDT,L,
2025-06-28 10:03:06,BTC/USDT,W,1.0
2025-06-28 10:09:06,BTC/USDT,L,
2025-06-28 10:13:06,BTC/USDT,W,2.0
2025-06-28 10:15:05,XRP/USDT,W,1.0
2025-06-28 10:21:06,SOL/USDT,W,2.0
2025-06-28 10:27:06,BTC/USDT,L,
2025-06-28 10:33:06,BTC/USDT,L,
2025-06-28 10:37:06,BTC/USDT,W,2.0
2025-06-28 10:39:06,BTC/USDT,W,1.0
2025-06-28 10:45:06,ADA/USDT,L,
2025-06-28 10:51:06,BTC/USDT,L,
2025-06-28 10:57:06,BTC/USDT,L,
2025-06-28 10:59:05,BTC/USDT,W,1.0
2025-06-28 11:01:06,BTC/USDT,W,1.0
2025-06-28 11:03:06,BTC/USDT,W,1.0
2025-06-28 11:09:06,BTC/USDT,L,
2025-06-28 11:11:05,BTC/USDT,W,1.0
2025-06-28 11:13:05,BTC/USDT,W,1.0
2025-06-28 11:19:06,XRP/USDT,L,
2025-06-28 11:25:06,ADA/USDT,L,
2025-06-28 11:29:06,ADA/USDT,W,2.0
2025-06-28 11:33:06,ADA/USDT,W,2.0
2025-06-28 11:37:06,XRP/USDT,W,2.0
2025-06-28 11:41:06,XRP/USDT,W,2.0
2025-06-28 11:48:06,XRP/USDT,W,1.0
2025-06-28 11:50:06,XRP/USDT,W,1.0
2025-06-28 11:54:05,SOL/USDT,W,1.0
2025-06-28 12:08:06,SOL/USDT,W,2.0
2025-06-28 12:19:06,XRP/USDT,W,2.0
2025-06-28 12:25:06,SOL/USDT,W,2.0
2025-06-28 12:31:06,BTC/USDT,L,
2025-06-28 12:33:05,ADA/USDT,W,1.0
2025-06-28 12:41:06,BTC/USDT,L,
2025-06-28 12:45:06,ETH/USDT,W,1.0
2025-06-28 12:47:06,SOL/USDT,W,1.0
2025-06-28 12:51:06,XRP/USDT,W,2.0
2025-06-28 12:57:06,XRP/USDT,L,
2025-06-28 13:01:06,ETH/USDT,W,2.0
2025-06-28 13:05:06,BTC/USDT,W,1.0
2025-06-28 13:07:06,XRP/USDT,W,1.0
2025-06-28 13:15:06,XRP/USDT,L,
2025-06-28 13:20:06,ADA/USDT,W,1.0
2025-06-28 13:28:07,BTC/USDT,L,
2025-06-28 13:32:06,BTC/USDT,W,2.0
2025-06-28 13:36:06,SOL/USDT,W,2.0
2025-06-28 13:42:06,SOL/USDT,L,
2025-06-28 13:44:06,XRP/USDT,W,1.0
2025-06-28 13:48:06,XRP/USDT,W,2.0
2025-06-28 13:52:06,BTC/USDT,W,2.0
2025-06-28 13:56:06,XRP/USDT,W,2.0
2025-06-28 13:58:05,BTC/USDT,W,1.0
2025-06-28 14:04:06,BTC/USDT,L,
2025-06-28 14:08:07,ADA/USDT,W,2.0
2025-06-28 14:10:06,ADA/USDT,W,1.0
2025-06-28 14:16:06,BTC/USDT,L,
2025-06-28 14:22:06,BTC/USDT,L,
2025-06-28 14:24:06,XRP/USDT,W,1.0
2025-06-28 14:28:06,XRP/USDT,W,2.0
2025-06-28 14:30:06,XRP/USDT,W,1.0
2025-06-28 14:32:06,XRP/USDT,W,1.0
2025-06-28 14:34:06,XRP/USDT,W,1.0
2025-06-28 14:40:06,BTC/USDT,L,
2025-06-28 14:46:06,BTC/USDT,L,
2025-06-28 14:52:06,BTC/USDT,L,
2025-06-28 15:00:06,SOL/USDT,L,
2025-06-28 15:06:06,SOL/USDT,L,
2025-06-28 15:12:07,XRP/USDT,W,2.0
2025-06-28 15:14:06,BTC/USDT,W,1.0
2025-06-28 15:20:06,ETH/USDT,L,
2025-06-28 15:22:06,XRP/USDT,W,1.0
2025-06-28 15:28:06,XRP/USDT,L,
2025-06-28 15:37:06,BTC/USDT,W,2.0
2025-06-28 15:41:06,BTC/USDT,W,2.0
2025-06-28 15:47:07,BTC/USDT,L,
2025-06-28 15:53:06,BTC/USDT,L,
2025-06-28 15:57:06,BTC/USDT,W,2.0
2025-06-28 16:02:06,SOL/USDT,W,1.0
2025-06-28 16:06:06,ADA/USDT,W,2.0
2025-06-28 16:08:06,BTC/USDT,W,1.0
2025-06-28 16:10:06,ETH/USDT,W,1.0
2025-06-28 16:12:05,ETH/USDT,W,1.0
2025-06-28 16:14:06,ADA/USDT,W,1.0
2025-06-28 16:20:06,BTC/USDT,L,
2025-06-28 16:22:06,BTC/USDT,W,1.0
2025-06-28 16:26:06,SOL/USDT,W,2.0
2025-06-28 16:32:07,XRP/USDT,L,
2025-06-28 16:38:06,BTC/USDT,L,
2025-06-28 16:44:06,BTC/USDT,L,
2025-06-28 16:50:06,BTC/USDT,L,
2025-06-28 16:56:06,BTC/USDT,L,
2025-06-28 17:02:07,BTC/USDT,L,
2025-06-28 17:08:06,BTC/USDT,L,
2025-06-28 17:14:06,BTC/USDT,L,
2025-06-28 17:18:07,BTC/USDT,W,2.0
2025-06-28 17:20:06,ETH/USDT,W,1.0
2025-06-28 17:22:06,ADA/USDT,W,1.0
2025-06-28 17:28:06,ADA/USDT,L,
2025-06-28 17:34:07,BTC/USDT,L,
2025-06-28 17:36:06,ADA/USDT,W,1.0
2025-06-28 17:42:06,SOL/USDT,W,2.0
2025-06-28 17:46:07,BTC/USDT,W,2.0
2025-06-28 17:48:06,SOL/USDT,W,1.0
2025-06-28 17:50:06,SOL/USDT,W,1.0
2025-06-28 17:52:05,SOL/USDT,W,1.0
2025-06-28 17:58:07,XRP/USDT,L,
2025-06-28 18:02:06,ETH/USDT,W,2.0
2025-06-28 18:04:05,ETH/USDT,W,1.0
2025-06-28 18:06:06,ETH/USDT,W,1.0
2025-06-28 18:10:07,ETH/USDT,W,2.0
2025-06-28 18:16:06,BTC/USDT,L,
2025-06-28 18:25:06,BTC/USDT,L,
2025-06-28 18:31:06,BTC/USDT,L,
2025-06-28 18:39:06,BTC/USDT,W,2.0
2025-06-28 18:41:06,BTC/USDT,W,1.0
2025-06-28 18:43:05,SOL/USDT,W,1.0
2025-06-28 18:51:06,SOL/USDT,W,1.0
2025-06-28 18:55:05,ETH/USDT,W,1.0
2025-06-28 18:59:06,ETH/USDT,W,2.0
2025-06-28 19:03:06,ETH/USDT,W,2.0
2025-06-28 19:09:06,ADA/USDT,L,
2025-06-28 19:17:06,ADA/USDT,L,
2025-06-28 19:21:06,XRP/USDT,W,2.0
2025-06-28 19:27:06,XRP/USDT,L,
2025-06-28 19:33:06,XRP/USDT,L,
2025-06-28 19:35:06,XRP/USDT,W,1.0
2025-06-28 19:41:06,XRP/USDT,L,
2025-06-28 19:47:06,BTC/USDT,L,
2025-06-28 19:51:06,BTC/USDT,W,2.0
2025-06-28 19:55:06,BTC/USDT,W,2.0
2025-06-28 20:01:07,XRP/USDT,L,
2025-06-28 20:07:06,XRP/USDT,L,
2025-06-28 20:11:07,ETH/USDT,W,2.0
2025-06-28 20:17:07,XRP/USDT,L,
2025-06-28 20:23:07,BTC/USDT,L,
2025-06-28 20:29:06,BTC/USDT,L,
2025-06-28 20:35:06,ADA/USDT,L,
2025-06-28 20:39:06,BTC/USDT,W,2.0
2025-06-28 20:41:06,BTC/USDT,W,1.0
2025-06-28 20:47:06,BTC/USDT,L,
2025-06-28 20:51:06,BTC/USDT,W,2.0
2025-06-28 20:55:06,BTC/USDT,W,2.0
2025-06-28 20:57:05,ADA/USDT,W,1.0
2025-06-28 20:59:05,ADA/USDT,W,1.0
2025-06-28 21:07:06,BTC/USDT,L,
2025-06-28 21:09:06,XRP/USDT,W,1.0
2025-06-28 21:15:06,BTC/USDT,L,
2025-06-28 21:17:06,ADA/USDT,W,1.0
2025-06-28 21:23:07,ADA/USDT,L,
2025-06-28 21:25:06,XRP/USDT,W,1.0
2025-06-28 21:45:07,SOL/USDT,L,
2025-06-28 21:51:06,SOL/USDT,W,2.0
2025-06-28 21:57:06,XRP/USDT,L,
2025-06-28 22:08:06,BTC/USDT,L,
2025-06-28 22:10:06,SOL/USDT,W,1.0
2025-06-28 22:16:06,SOL/USDT,L,
2025-06-28 22:20:06,BTC/USDT,W,2.0
2025-06-28 22:26:06,BTC/USDT,L,
2025-06-28 22:28:06,BTC/USDT,W,1.0
2025-06-28 22:34:07,ADA/USDT,L,
2025-06-28 22:40:06,ADA/USDT,L,
2025-06-28 22:46:06,ETH/USDT,L,
2025-06-28 22:48:06,BTC/USDT,W,1.0
2025-06-28 22:52:06,BTC/USDT,W,2.0
2025-06-28 22:56:06,BTC/USDT,W,2.0
2025-06-28 23:02:16,BTC/USDT,L,
2025-06-28 23:14:06,SOL/USDT,W,2.0
2025-06-28 23:20:06,BTC/USDT,L,
2025-06-28 23:24:06,SOL/USDT,W,2.0
2025-06-28 23:26:06,SOL/USDT,W,1.0
2025-06-28 23:32:06,SOL/USDT,L,
2025-06-28 23:36:06,BTC/USDT,W,2.0
2025-06-28 23:42:06,ADA/USDT,L,
2025-06-28 23:46:06,ADA/USDT,W,2.0
2025-06-28 23:52:06,ADA/USDT,L,
2025-06-28 23:54:06,BTC/USDT,W,1.0
